id,status,founded_at,closed_at,acquired_at,ipo_at,age,city,country,region,primary_industry,is_software,is_web,is_mobile,is_b2b,regulated,funding_total_usd,funding_stage,num_rounds,age_first_funding,age_last_funding,lead_investor_tier,has_vc_backing,num_founders,repeat_founder,accelerator,avg_investor_participation,revenue_bucket,growth_indicator
c:164922,closed,2011-01-01,2013-02-01,,,2.0876712328767124,New York,USA,US-East,,1,1,0,,0,,roundA,0,,,Top,0,,,,3.0,,
c:81886,closed,2001-01-01,2012-04-01,,,11.254794520547945,San Francisco,USA,US-West,,1,1,0,,0,,roundA,0,,,Top,1,,,,1.0,,
c:54585,acquired,2009-01-01,,,,16.01095890410959,Naperville,USA,Other,,1,1,0,,0,,roundA,0,,,Top,0,,,,1.0,,
c:11507,acquired,2002-01-01,,,,23.016438356164382,Pasadena,USA,US-West,,1,1,0,,0,,roundA,2,,,Other,0,,,,1.0,,
c:24860,acquired,2004-01-01,,,,21.016438356164382,San Jose,USA,US-West,,1,1,0,,0,,roundA,2,,,Other,1,,,,1.0,,
c:148750,acquired,2011-01-01,,,,14.01095890410959,San Francisco,USA,US-West,,1,1,0,,0,,roundA,1,,,Top,0,,,,3.0,,
c:45611,acquired,2000-01-01,,,,25.019178082191782,Waltham,USA,US-East,,1,1,0,,0,,roundC,1,,,Top,1,,,,2.5,,
c:4106,acquired,2006-08-01,,,,18.432876712328767,San Francisco,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,0,,,,3.0,,
c:17775,closed,2000-01-01,2009-08-01,,,9.58904109589041,Milpitas,USA,US-West,,1,1,0,,0,,roundC,2,,,Top,0,,,,1.0,,
c:144,acquired,2005-01-01,,,,20.013698630136986,San Francisco,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,0,,,,3.5,,
c:13046,acquired,2007-09-01,,,,17.34794520547945,San Francisco,USA,US-West,,1,1,0,,0,,roundA,0,,,Top,0,,,,4.0,,
c:40,acquired,2004-01-01,,,,21.016438356164382,San Diego,USA,US-West,,1,1,0,,0,,roundA,4,,,Top,0,,,,5.0,,
c:26460,acquired,2001-01-01,,,,24.016438356164382,Boston,USA,US-East,,1,1,0,,0,,roundB,1,,,Top,0,,,,2.0,,
c:15887,closed,2002-01-01,2009-03-23,,,7.227397260273973,Mountain View,USA,US-West,,1,1,0,,0,,roundC,2,,,Top,0,,,,6.0,,
c:36742,closed,2006-06-01,2013-03-13,,,6.786301369863014,Pittsburgh,USA,Other,,1,1,0,,0,,roundA,1,,,Top,1,,,,3.0,,
c:3962,acquired,2002-01-01,,,,23.016438356164382,San Mateo,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,0,,,,3.3333,,
c:162116,acquired,2012-01-01,,,,13.01095890410959,Santa Monica,USA,US-West,,1,1,0,,0,,roundA,0,,,Top,0,,,,9.0,,
c:55044,closed,2010-08-01,2011-08-01,,,1.0,Warrenville,USA,Other,,1,1,0,,0,,roundA,0,,,Other,0,,,,2.0,,
c:7207,closed,2005-04-01,2013-05-01,,,8.087671232876712,Raleigh,USA,Other,,1,1,0,,0,,roundA,4,,,Top,0,,,,2.75,,
c:863,acquired,2000-03-01,,,,24.854794520547944,Berwyn,USA,Other,,1,1,0,,0,,roundB,1,,,Top,0,,,,1.5,,
c:16066,closed,2005-01-01,2011-02-03,,,6.093150684931507,Sunnyvale,USA,US-West,,1,1,0,,0,,roundB,2,,,Top,0,,,,2.0,,
c:220,acquired,2006-01-20,,,,18.96164383561644,San Francisco,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,0,,,,2.6667,,
c:54,closed,2005-12-01,2010-06-30,,,4.580821917808219,San Francisco,USA,US-West,,1,1,0,,0,,roundA,1,,,Top,0,,,,1.5,,
c:9730,closed,2008-01-01,2010-05-01,,,2.3315068493150686,Morgan Hill,USA,US-West,,1,1,0,,0,,roundA,0,,,Other,0,,,,2.0,,
c:3122,acquired,2002-05-02,,,,22.684931506849313,Mountain View,USA,US-West,,1,1,0,,0,,roundB,1,,,Other,1,,,,1.6667,,
c:36579,closed,2000-07-01,2013-06-01,,,12.926027397260274,Austin,USA,US-South,,1,1,0,,0,,roundA,1,,,Other,1,,,,3.0,,
c:43327,acquired,2003-01-01,,,,22.016438356164382,Marlborough,USA,US-East,,1,1,0,,0,,roundB,2,,,Top,0,,,,2.5,,
c:1789,acquired,2006-01-01,,,,19.013698630136986,San Francisco,USA,US-West,,1,1,0,,0,,roundA,1,,,Top,0,,,,2.0,,
c:38339,acquired,2009-02-01,,,,15.926027397260274,San Francisco,USA,US-West,,1,1,0,,0,,roundA,0,,,Top,0,,,,9.0,,
c:13410,closed,2006-06-01,2012-07-06,,,6.101369863013699,Atlanta,USA,US-South,,1,1,0,,0,,roundA,0,,,Other,1,,,,2.0,,
c:43915,closed,1996-01-01,2009-08-13,,,13.624657534246575,New York,USA,US-East,,1,1,0,,0,,roundA,0,,,Top,1,,,,3.0,,
c:37712,acquired,2000-01-01,,,,25.019178082191782,San Jose,USA,US-West,,1,1,0,,0,,roundC,1,,,Top,1,,,,5.3333,,
c:3288,closed,2001-01-01,2011-10-01,,,10.753424657534246,Playa Vista,USA,US-West,,1,1,0,,0,,roundA,3,,,Top,0,,,,1.3333,,
c:10179,acquired,2007-12-01,,,,17.0986301369863,San Francisco,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,0,,,,3.0,,
c:33869,acquired,2009-01-01,,,,16.01095890410959,Cupertino,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,0,,,,2.5,,
c:21528,acquired,2005-01-01,,,,20.013698630136986,New York,USA,US-East,,1,1,0,,0,,roundA,1,,,Other,0,,,,1.0,,
c:30820,acquired,2008-11-01,,,,16.17808219178082,Providence,USA,Other,,1,1,0,,0,,roundA,0,,,Top,0,,,,1.5,,
c:25782,acquired,2003-01-01,,,,22.016438356164382,Washington,USA,Other,,1,1,0,,0,,roundB,1,,,Top,1,,,,2.0,,
c:278,closed,2006-09-01,2009-04-01,,,2.5835616438356164,San Francisco,USA,US-West,,1,1,0,,0,,roundA,0,,,Other,0,,,,1.0,,
c:75500,closed,2009-07-01,2011-11-09,,,2.3589041095890413,San Francisco,USA,US-West,,1,1,0,,0,,roundA,0,,,Other,0,,,,4.0,,
c:67806,closed,2010-09-01,2012-10-01,,,2.084931506849315,San Francisco,USA,US-West,,1,1,0,,0,,roundA,1,,,Top,0,,,,5.0,,
c:1212,closed,2004-01-01,2012-08-17,,,8.632876712328768,Seattle,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,0,,,,2.0,,
c:31754,acquired,2003-01-01,,,,22.016438356164382,Mountain View,USA,US-West,,1,1,0,,0,,roundD,1,,,Top,0,,,,6.0,,
c:25307,acquired,2008-01-01,,,,17.013698630136986,New York,USA,US-East,,1,1,0,,0,,roundA,1,,,Top,0,,,,3.0,,
c:1870,acquired,2005-05-01,,,,19.684931506849313,Redwood City,USA,US-West,,1,1,0,,0,,roundA,4,,,Top,1,,,,2.3333,,
c:27285,acquired,2004-01-01,,,,21.016438356164382,Monterey Park,USA,US-West,,1,1,0,,0,,roundB,3,,,Top,0,,,,4.5,,
c:48640,closed,2004-03-01,2011-02-20,,,6.978082191780822,Plano,USA,US-South,,1,1,0,,0,,roundB,1,,,Top,0,,,,4.0,,
c:18470,acquired,2008-06-01,,,,16.5972602739726,Mountain View,USA,US-West,,1,1,0,,0,,roundA,1,,,Top,0,,,,3.5,,
c:21395,acquired,2007-01-01,,,,18.013698630136986,Austin,USA,US-South,,1,1,0,,0,,roundA,1,,,Top,0,,,,2.0,,
c:25132,acquired,2006-01-01,,,,19.013698630136986,Pasadena,USA,US-West,,1,1,0,,0,,roundA,1,,,Other,1,,,,1.0,,
c:72,acquired,2006-04-01,,,,18.767123287671232,Fremont,USA,US-West,,1,1,0,,0,,roundA,1,,,Other,0,,,,1.0,,
c:17429,closed,2003-01-01,2013-08-01,,,10.58904109589041,Bingham Farms,USA,Other,,1,1,0,,0,,roundA,0,,,Other,1,,,,1.0,,
c:487,acquired,2004-01-01,,,,21.016438356164382,San Jose,USA,US-West,,1,1,0,,0,,roundA,1,,,Top,0,,,,2.0,,
c:40665,closed,2009-01-01,2013-06-01,,,4.416438356164384,Chicago,USA,Other,,1,1,0,,0,,roundA,0,,,Other,1,,,,1.0,,
c:2972,acquired,2007-01-01,,,,18.013698630136986,New York,USA,US-East,,1,1,0,,0,,roundA,1,,,Top,0,,,,2.0,,
c:1832,acquired,2007-02-01,,,,17.92876712328767,Philadelphia,USA,Other,,1,1,0,,0,,roundA,1,,,Top,0,,,,1.6667,,
c:30173,closed,2011-01-01,2013-07-01,,,2.4986301369863013,Mountain View,USA,US-West,,1,1,0,,0,,roundA,0,,,Other,1,,,,3.0,,
c:17512,closed,2006-01-01,2011-01-01,,,5.002739726027397,Freedom,USA,US-West,,1,1,0,,0,,roundA,1,,,Other,0,,,,2.0,,
c:833,closed,2005-01-01,2012-05-17,,,7.3780821917808215,Boston,USA,US-East,,1,1,0,,0,,roundA,2,,,Top,0,,,,3.5,,
c:615,acquired,2007-01-01,,,,18.013698630136986,Cambridge,USA,US-East,,1,1,0,,0,,roundA,1,,,Other,0,,,,2.0,,
c:1731,acquired,2006-04-01,,,,18.767123287671232,San Francisco,USA,US-West,,1,1,0,,0,,roundA,4,,,Top,0,,,,2.25,,
c:39755,closed,2005-01-01,2012-06-08,,,7.438356164383562,Austin,USA,US-South,,1,1,0,,0,,roundA,0,,,Top,1,,,,1.0,,
c:134,acquired,2006-01-01,,,,19.013698630136986,Seattle,USA,US-West,,1,1,0,,0,,roundA,1,,,Top,0,,,,1.5,,
c:6313,acquired,2004-12-01,,,,20.0986301369863,Bethesda,USA,Other,,1,1,0,,0,,roundA,4,,,Top,0,,,,2.5,,
c:107746,acquired,2011-03-01,,,,13.849315068493151,Portland,USA,US-West,,1,1,0,,0,,roundA,0,,,Other,1,,,,3.0,,
c:2566,acquired,2008-01-01,,,,17.013698630136986,New York,USA,US-East,,1,1,0,,0,,roundA,0,,,Top,0,,,,1.0,,
c:47440,closed,2008-01-01,2013-03-01,,,5.167123287671233,Allentown,USA,Other,,1,1,0,,0,,roundC,1,,,Other,0,,,,1.0,,
c:44,acquired,2005-09-01,,,,19.34794520547945,New York,USA,US-East,,1,1,0,,0,,roundA,4,,,Top,1,,,,3.1667,,
c:30527,acquired,2000-01-01,,,,25.019178082191782,North Billerica,USA,US-East,,1,1,0,,0,,roundA,0,,,Top,1,,,,2.0,,
c:83176,closed,2010-05-01,2011-11-01,,,1.5041095890410958,Los Angeles,USA,US-West,,1,1,0,,0,,roundA,0,,,Other,0,,,,1.0,,
c:20488,acquired,2005-06-01,,,,19.6,Denver,USA,Other,,1,1,0,,0,,roundA,1,,,Top,0,,,,1.0,,
c:24570,closed,2000-01-01,2012-04-26,,,12.326027397260274,Duluth,USA,US-South,,1,1,0,,0,,roundA,1,,,Top,1,,,,3.0,,
c:20506,acquired,2003-01-01,,,,22.016438356164382,Mountain View,USA,US-West,,1,1,0,,0,,roundA,3,,,Top,0,,,,4.0,,
c:69279,acquired,2010-07-01,,,,14.515068493150684,Providence,USA,Other,,1,1,0,,0,,roundA,1,,,Top,0,,,,4.0,,
c:23192,closed,2004-01-01,2009-08-27,,,5.657534246575342,San Francisco,USA,US-West,,1,1,0,,0,,roundB,2,,,Top,0,,,,1.0,,
c:38,acquired,2006-12-01,,,,18.0986301369863,San Francisco,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,0,,,,3.0,,
c:7376,acquired,2002-10-01,,,,22.268493150684932,Waltham,USA,US-East,,1,1,0,,0,,roundC,1,,,Top,1,,,,2.5,,
c:16070,acquired,2000-01-01,,,,25.019178082191782,Boxborough,USA,US-East,,1,1,0,,0,,roundA,0,,,Top,0,,,,5.5,,
c:53814,closed,2002-01-01,2013-01-04,,,11.016438356164384,Redwood City,USA,US-West,,1,1,0,,0,,roundC,1,,,Top,0,,,,4.0,,
c:53831,closed,2007-01-01,2012-07-19,,,5.550684931506849,Salt Lake City,USA,Other,,1,1,0,,0,,roundA,0,,,Other,1,,,,1.0,,
c:24040,closed,1992-01-01,2011-11-12,,,19.876712328767123,The Woodlands,USA,US-South,,1,1,0,,0,,roundB,1,,,Other,0,,,,3.0,,
c:40762,acquired,2008-07-01,,,,16.515068493150686,Palo Alto,USA,US-West,,1,1,0,,0,,roundA,1,,,Top,0,,,,2.0,,
c:75008,acquired,2010-06-01,,,,14.597260273972603,Austin,USA,US-South,,1,1,0,,0,,roundA,1,,,Top,0,,,,1.5,,
c:197,acquired,2004-08-19,,,,20.383561643835616,Mountain View,USA,US-West,,1,1,0,,0,,roundA,1,,,Top,0,,,,2.0,,
c:3087,acquired,2003-01-01,,,,22.016438356164382,San Francisco,USA,US-West,,1,1,0,,0,,roundB,2,,,Top,0,,,,2.5,,
c:23098,acquired,2003-04-14,,,,21.734246575342464,San Francisco,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,0,,,,2.0,,
c:45792,closed,2001-01-01,2007-02-19,,,6.136986301369863,Burlington,USA,US-East,,1,1,0,,0,,roundA,2,,,Top,0,,,,3.0,,
c:37215,acquired,2006-08-11,,,,18.405479452054795,Seattle,USA,US-West,,1,1,0,,0,,roundA,1,,,Top,1,,,,1.6667,,
c:314,acquired,2005-01-01,,,,20.013698630136986,San Francisco,USA,US-West,,1,1,0,,0,,roundA,0,,,Top,0,,,,1.0,,
c:3991,acquired,2001-09-01,,,,23.350684931506848,San Francisco,USA,US-West,,1,1,0,,0,,roundA,0,,,Top,1,,,,4.0,,
c:16892,acquired,2001-01-01,,,,24.016438356164382,Alameda,USA,US-West,,1,1,0,,0,,roundB,2,,,Top,1,,,,3.6667,,
c:38460,closed,2009-01-01,2013-01-01,,,4.002739726027397,Durham,USA,Other,,1,1,0,,0,,roundA,1,,,Other,0,,,,9.5,,
c:64959,acquired,2010-03-01,,,,14.849315068493151,New York,USA,US-East,,1,1,0,,0,,roundA,1,,,Top,0,,,,3.0,,
c:36484,acquired,2004-01-01,,,,21.016438356164382,Redwood City,USA,US-West,,1,1,0,,0,,roundD,1,,,Top,1,,,,5.0,,
c:47270,closed,2010-02-01,2013-06-01,,,3.3315068493150686,San Mateo,USA,US-West,,1,1,0,,0,,roundA,1,,,Top,0,,,,3.0,,
c:17433,acquired,2004-01-01,,,,21.016438356164382,Needham,USA,US-East,,1,1,0,,0,,roundB,1,,,Top,1,,,,1.5,,
c:144687,closed,2011-11-11,2013-01-01,,,1.1424657534246576,Weston,USA,US-South,,1,1,0,,0,,roundA,0,,,Other,0,,,,1.0,,
c:6592,acquired,2004-01-01,,,,21.016438356164382,Palo Alto,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,0,,,,2.0,,
c:34545,acquired,2008-01-01,,,,17.013698630136986,San Francisco,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,0,,,,5.0,,
c:17030,closed,2008-07-01,2012-06-04,,,3.9287671232876713,Santa Barbara,USA,US-West,,1,1,0,,0,,roundA,0,,,Other,0,,,,2.0,,
c:13358,closed,2007-02-01,2011-11-29,,,4.8273972602739725,Palo Alto,USA,US-West,,1,1,0,,0,,roundA,0,,,Other,0,,,,1.0,,
c:10610,closed,2008-01-01,2011-01-01,,,3.0027397260273974,Los Angeles,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,1,,,,2.0,,
c:68470,acquired,2012-01-01,,,,13.01095890410959,Santa Monica,USA,US-West,,1,1,0,,0,,roundA,0,,,Other,0,,,,1.0,,
c:10197,acquired,2003-01-01,,,,22.016438356164382,Mountain View,USA,US-West,,1,1,0,,0,,roundB,2,,,Top,0,,,,2.5,,
c:33771,closed,1999-01-01,2009-02-12,,,10.123287671232877,Santa Clara,USA,US-West,,1,1,0,,0,,roundB,1,,,Top,1,,,,4.0,,
c:437,acquired,2007-05-01,,,,17.684931506849313,San Francisco,USA,US-West,,1,1,0,,0,,roundA,3,,,Top,0,,,,3.6667,,
c:15870,closed,2005-01-01,2012-01-01,,,7.002739726027397,Mountain View,USA,US-West,,1,1,0,,0,,roundB,1,,,Top,1,,,,3.0,,
c:20062,acquired,2000-01-01,2009-10-15,,,9.794520547945206,Columbia,USA,Other,,1,1,0,,0,,roundB,1,,,Top,0,,,,1.0,,
c:281,closed,2004-01-01,2009-02-03,,,5.095890410958904,Mountain View,USA,US-West,,1,1,0,,0,,roundA,1,,,Other,0,,,,3.0,,
c:19869,closed,2007-04-01,2012-01-01,,,4.756164383561644,SPOKANE,USA,US-West,,1,1,0,,0,,roundA,0,,,Other,1,,,,1.0,,
c:8251,closed,2006-01-01,2013-06-01,,,7.419178082191781,Burlington,USA,US-East,,1,1,0,,0,,roundA,1,,,Top,1,,,,2.0,,
c:60243,closed,2008-01-01,2011-08-01,,,3.5835616438356164,Seattle,USA,US-West,,1,1,0,,0,,roundA,1,,,Other,0,,,,1.0,,
c:513,acquired,2006-06-01,,,,18.6,Cambridge,USA,US-East,,1,1,0,,0,,roundA,2,,,Top,1,,,,2.0,,
c:19483,acquired,2002-01-01,,,,23.016438356164382,Maynard,USA,US-East,,1,1,0,,0,,roundB,1,,,Top,0,,,,5.0,,
c:49341,closed,2002-01-01,2012-01-18,,,10.052054794520547,Frederick,USA,Other,,1,1,0,,0,,roundA,1,,,Other,0,,,,1.0,,
c:31764,closed,2004-01-01,2012-10-16,,,8.797260273972602,Fremont,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,0,,,,3.5,,
c:51969,closed,2010-05-01,2012-07-01,,,2.16986301369863,Austin,USA,US-South,,1,1,0,,0,,roundA,0,,,Other,0,,,,1.0,,
c:1284,closed,2005-01-01,2012-08-18,,,7.632876712328767,Sunnyvale,USA,US-West,,1,1,0,,0,,roundA,1,,,Other,0,,,,1.0,,
c:24029,acquired,2005-05-01,,,,19.684931506849313,New York,USA,US-East,,1,1,0,,0,,roundA,4,,,Top,0,,,,2.0,,
c:166772,acquired,2012-01-01,,,,13.01095890410959,San Francisco,USA,US-West,,1,1,0,,0,,roundA,1,,,Other,0,,,,2.0,,
c:59709,closed,2010-01-01,2010-10-01,,,0.7479452054794521,Palo Alto,USA,US-West,,1,1,0,,0,,roundA,1,,,Top,0,,,,1.0,,
c:11888,acquired,2004-01-01,,,,21.016438356164382,San Diego,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,0,,,,3.5,,
c:158294,closed,2008-01-01,2013-06-01,,,5.419178082191781,West Newfield,USA,Other,,1,1,0,,0,,roundA,1,,,Other,0,,,,3.0,,
c:58550,acquired,2010-01-01,,,,15.01095890410959,New York,USA,US-East,,1,1,0,,0,,roundA,1,,,Top,0,,,,4.0,,
c:4,acquired,2004-10-11,,,,20.23835616438356,San Francisco,USA,US-West,,1,1,0,,0,,roundA,4,,,Top,0,,,,4.6667,,
c:1475,acquired,2007-11-01,,,,17.18082191780822,Long Island City,USA,US-East,,1,1,0,,0,,roundA,0,,,Top,1,,,,8.0,,
c:23134,acquired,2006-01-01,,,,19.013698630136986,Redwood City,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,1,,,,2.3333,,
c:453,acquired,2006-01-01,,,,19.013698630136986,San Francisco,USA,US-West,,1,1,0,,0,,roundA,3,,,Top,0,,,,2.0,,
c:30,acquired,2006-10-01,,,,18.265753424657536,San Francisco,USA,US-West,,1,1,0,,0,,roundA,1,,,Top,1,,,,4.0,,
c:282,acquired,2005-05-01,,,,19.684931506849313,San Francisco,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,0,,,,2.0,,
c:6340,closed,2005-03-03,2013-01-31,,,7.920547945205479,Seattle,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,1,,,,1.3333,,
c:9599,acquired,2004-11-01,,,,20.18082191780822,Bellevue,USA,US-West,,1,1,0,,0,,roundC,1,,,Top,0,,,,3.0,,
c:63621,closed,2010-09-01,2013-06-01,,,2.750684931506849,NY,USA,US-East,,1,1,0,,0,,roundA,0,,,Other,0,,,,2.0,,
c:251,acquired,2005-10-01,,,,19.265753424657536,Menlo Park,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,0,,,,3.3333,,
c:12285,acquired,2002-01-01,,,,23.016438356164382,Englewood,USA,Other,,1,1,0,,0,,roundA,0,,,Top,0,,,,5.0,,
c:885,acquired,2006-07-01,,,,18.517808219178082,Solana Beach,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,1,,,,4.0,,
c:1704,acquired,2007-04-16,,,,17.726027397260275,New York,USA,US-East,,1,1,0,,0,,roundA,2,,,Top,0,,,,2.0,,
c:5986,acquired,2006-08-01,,,,18.432876712328767,San Francisco,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,0,,,,2.5,,
c:23756,acquired,2000-10-31,,,,24.186301369863013,NW Atlanta,USA,US-South,,1,1,0,,0,,roundB,2,,,Top,1,,,,2.0,,
c:43172,acquired,2009-04-01,,,,15.764383561643836,San Francisco,USA,US-West,,1,1,0,,0,,roundA,0,,,Top,0,,,,3.6667,,
c:20637,acquired,2008-11-01,,,,16.17808219178082,San Francisco,USA,US-West,,1,1,0,,0,,roundA,1,,,Top,1,,,,5.5,,
c:20033,closed,2007-10-17,2012-01-27,,,4.282191780821917,Bala Cynwyd,USA,Other,,1,1,0,,0,,roundA,1,,,Top,0,,,,2.0,,
c:13504,closed,2007-01-01,2011-02-07,,,4.104109589041096,San Bruno,USA,US-West,,1,1,0,,0,,roundA,1,,,Top,0,,,,2.0,,
c:3185,closed,2006-01-01,2009-04-23,,,3.3095890410958906,San Francisco,USA,US-West,,1,1,0,,0,,roundA,1,,,Top,0,,,,1.0,,
c:725,acquired,2003-11-01,,,,21.183561643835617,San Francisco,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,1,,,,2.4,,
c:13921,closed,2005-05-15,2013-07-01,,,8.134246575342466,Evanston,USA,Other,,1,1,0,,0,,roundA,2,,,Top,0,,,,2.0,,
c:24549,acquired,2001-01-01,,,,24.016438356164382,Mountain View,USA,US-West,,1,1,0,,0,,roundD,1,,,Top,0,,,,4.5,,
c:5952,closed,2003-01-01,2011-12-01,,,8.92054794520548,Carlsbad,USA,US-West,,1,1,0,,0,,roundC,1,,,Top,1,,,,1.5,,
c:43183,acquired,2008-01-01,,,,17.013698630136986,San Francisco,USA,US-West,,1,1,0,,0,,roundA,0,,,Top,1,,,,1.6667,,
c:41968,closed,1996-01-01,2010-01-01,,,14.01095890410959,San Diego,USA,US-West,,1,1,0,,0,,roundC,1,,,Top,0,,,,5.0,,
c:5485,acquired,2005-01-01,,,,20.013698630136986,Cupertino,USA,US-West,,1,1,0,,0,,roundA,1,,,Top,0,,,,2.0,,
c:9,acquired,2006-06-01,,,,18.6,West Hollywood,USA,US-West,,1,1,0,,0,,roundA,3,,,Top,0,,,,1.3333,,
c:15129,closed,2008-09-01,2012-01-01,,,3.334246575342466,San Franciso,USA,US-West,,1,1,0,,0,,roundA,0,,,Other,0,,,,3.0,,
c:339,acquired,2006-08-01,,,,18.432876712328767,New York,USA,US-East,,1,1,0,,0,,roundA,2,,,Top,0,,,,5.8,,
c:967,acquired,2007-09-01,,,,17.34794520547945,New York,USA,US-East,,1,1,0,,0,,roundA,4,,,Top,1,,,,3.8,,
c:2925,acquired,2005-02-14,,,,19.893150684931506,San Francisco,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,0,,,,4.0,,
c:86,acquired,2007-06-01,,,,17.6,Mountain View,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,0,,,,2.5,,
c:69834,acquired,2008-01-01,,,,17.013698630136986,Burlington,USA,US-East,,1,1,0,,0,,roundB,1,,,Top,0,,,,2.0,,
c:44434,acquired,2003-01-01,2013-06-01,,,10.421917808219177,Austin,USA,US-South,,1,1,0,,0,,roundA,1,,,Other,1,,,,2.0,,
c:40417,acquired,2007-01-01,,,,18.013698630136986,San Diego,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,1,,,,4.3333,,
c:18897,closed,2005-05-10,2012-04-16,,,6.93972602739726,Palo Alto,USA,US-West,,1,1,0,,0,,roundA,1,,,Other,0,,,,1.0,,
c:43416,closed,2009-01-01,2012-08-01,,,3.5835616438356164,New York,USA,US-East,,1,1,0,,0,,roundA,1,,,Top,0,,,,2.5,,
c:23692,closed,1999-01-01,2012-02-12,,,13.123287671232877,San Francisco,USA,US-West,,1,1,0,,0,,roundD,1,,,Top,1,,,,4.5,,
c:28162,closed,2006-08-29,2012-03-03,,,5.515068493150685,New York,USA,US-East,,1,1,0,,0,,roundA,0,,,Other,0,,,,5.0,,
c:1587,acquired,2006-08-01,,,,18.432876712328767,Santa Monica,USA,US-West,,1,1,0,,0,,roundA,4,,,Top,0,,,,1.75,,
c:26988,acquired,2000-01-01,,,,25.019178082191782,Richardson,USA,US-South,,1,1,0,,0,,roundC,1,,,Top,0,,,,7.0,,
c:26390,closed,2009-01-01,2009-05-18,,,0.37534246575342467,Zeeland,USA,Other,,1,1,0,,0,,roundA,0,,,Other,0,,,,1.0,,
c:32094,acquired,2009-01-01,,,,16.01095890410959,Herndon,USA,Other,,1,1,0,,0,,roundA,2,,,Other,0,,,,1.5,,
c:39364,acquired,2005-01-01,,,,20.013698630136986,Paramus,USA,US-East,,1,1,0,,0,,roundA,0,,,Top,1,,,,2.0,,
c:51623,closed,2009-01-01,2013-06-01,,,4.416438356164384,Pittsburgh,USA,Other,,1,1,0,,0,,roundA,0,,,Top,1,,,,1.0,,
c:8676,acquired,2008-01-01,,,,17.013698630136986,Palo Alto,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,0,,,,3.6667,,
c:767,acquired,2006-10-01,,,,18.265753424657536,San Francisco,USA,US-West,,1,1,0,,0,,roundB,2,,,Top,0,,,,1.6667,,
c:6011,acquired,2008-04-01,,,,16.764383561643836,New York,USA,US-East,,1,1,0,,0,,roundA,0,,,Top,1,,,,3.5,,
c:31794,acquired,2009-01-01,,,,16.01095890410959,Minneapolis,USA,Other,,1,1,0,,0,,roundA,1,,,Top,0,,,,2.0,,
c:10054,acquired,2005-01-01,,,,20.013698630136986,Boston,USA,US-East,,1,1,0,,0,,roundA,4,,,Top,1,,,,4.5,,
c:14036,acquired,2005-01-01,,,,20.013698630136986,San Jose,USA,US-West,,1,1,0,,0,,roundA,3,,,Top,1,,,,2.5,,
c:38123,acquired,2000-01-01,,,,25.019178082191782,Durham,USA,Other,,1,1,0,,0,,roundD,1,,,Top,1,,,,3.5,,
c:16709,closed,2005-08-01,2012-09-15,,,7.1287671232876715,San Francisco,USA,US-West,,1,1,0,,0,,roundC,1,,,Top,0,,,,3.0,,
c:46901,acquired,2002-01-01,,,,23.016438356164382,New York,USA,US-East,,1,1,0,,0,,roundA,1,,,Top,0,,,,3.0,,
c:18056,acquired,2008-07-01,,,,16.515068493150686,San Francisco,USA,US-West,,1,1,0,,0,,roundA,0,,,Other,0,,,,1.0,,
c:13219,acquired,2003-10-01,,,,21.268493150684932,Kirkland,USA,US-West,,1,1,0,,0,,roundA,0,,,Top,0,,,,4.25,,
c:44576,acquired,2001-01-01,,,,24.016438356164382,Addison,USA,US-South,,1,1,0,,0,,roundC,1,,,Top,0,,,,5.0,,
c:55043,acquired,2010-01-01,,,,15.01095890410959,New York,USA,US-East,,1,1,0,,0,,roundA,2,,,Top,0,,,,2.5,,
c:31832,acquired,2003-01-01,,,,22.016438356164382,Mountain View,USA,US-West,,1,1,0,,0,,roundB,2,,,Top,0,,,,4.5,,
c:51021,acquired,2009-03-06,,,,15.835616438356164,Irvine,USA,US-West,,1,1,0,,0,,roundA,0,,,Other,0,,,,1.0,,
c:42672,closed,2003-01-01,2011-02-01,,,8.09041095890411,Woburn,USA,US-East,,1,1,0,,0,,roundA,2,,,Top,0,,,,2.5,,
